text,likes,retweets,sad,depression
@PurpPilot_ You make my woman sad or cry you gone die,1,0,0,0
Chris rock went out sad but i respect it will from Philly 😂,0,0,0,0
"@magicwonder19 I'm so sorry for you, Meta. I'll pray for you. For some reason Delicious Party Precure and the one i love so much like Yui (Or in her Precure form, Cure Precious) is my most favorite, is because enjoy it so much. I hope it return, because i'm getting so sad here.",1,0,0,0
Womderheroes hero hab a sad back story 😔 😔,3,0,0,0
@roastedbees Yes please! I was so sad when I saw the second season cause the manga was so good. They messed up really bad💀,0,0,0,0
@margui_leon Why are you sad,1,0,0,0
"@JewSoc That's a ridiculous saying  
Words can drive people to livelong depression or even suicide  They can encourage others to join in with bullying  False accusations are words but can destroy lives
It includes the 'its only a joke' form of invalidation",1,0,0,1
@kinterah18 @cgreeneWFAA Exactly on point. It's really sad that Will is so in need of her approval that he had to go do something so graphic and extreme to gain it. Classic behavior of a battered spouse. If I was Chris rock I'd be wearing a T-shirt of Will laughing at the joke.,0,0,0,0
seokjin’s cast… my heart just broke 💔😭 and where is hobi 💔💔 a sad day for 2seokers 😭😭😭 https://t.co/hVvaQrhsq7,4,0,0,0
@PapaKoalaYT Both mentally unstable people. Very sad.,9,0,0,0
"@catturd2 I heard Comet Ping Pong wouldn't deliver, that's why Joe looks Sad, it's only Polish Dominoes, what could be so bad?",0,0,0,0
"@ScottFeinberg Very unfortunate event, sad day for both",0,0,0,0
@MigunaMiguna @DCI_Kenya @ODPP_KE That is just one fallen soul. Many Kenyans have succumbed under the Kenyattas and nothing has been done. So nothing will be surely done under Omondi's case. So sad.,8,0,0,0
@GYerathel Sad reality 😩,1,1,0,0
"This is about how I “follow” people in daily life, like every moment. It’s also about the sad situation in the streets that we have.

https://t.co/sLnRcfrxZY

#NFTCommunity https://t.co/KKNOFCUtgO",11,1,0,0
@BoboMclovin @NFTeeCollector @mamawla009 @jaden This is such a social media influenced answer and it’s ridiculously sad. For clout? Wtf kind of clout does this nigga need?,0,0,0,0
@idiotyidiot @gfchaers Its the depression...,2,0,0,1
"@Mrtomtom15250 @NBCNews @OccupyDemocrats I did the math. In 2022, one would have to make the maximum SS taxable income every year for 50 years for $600k to be paid by them and their employer into the fund.

It's freakishly sad people like you are so lost in right wing propaganda, you'll sacrifice your own well being.",0,0,0,0
....and another one.  Very sad. https://t.co/Z7nRlavrGF,0,0,0,0
@KarlousM This is a sad representation of us 😢😢😢,0,0,0,0
Good action against endemic greater corruption in #Lebanon; about time “friends” of the country reacted and stepped in to strike against those responsible of “deliberate depression” as the World Bank put it. https://t.co/HtlG7EuKtT,2,0,0,1
"better than gold is such a happy song, it almost cured my depression 🥹🥹🥹",2,0,0,1
"@SeizeTheMonkey @CapetainTrippy I agree. Might skip merch today, which makes me sad.",0,0,0,0
"This being human is a guest house
Every morning a new arrival

A joy, a depression, a meanness,
some momentary awareness comes
as an unexpected visitor

Welcome and entertain them all!
Even if they’re a crowd of sorrows,
who violently sweep your house
empty of its furniture",0,0,0,1
Every man has his secret sorrows which the world knows not; and often times we call a man cold when he is only sad.,0,0,0,0
"@SpannersReady I'm sad to see the pony award go but I think you've made the right decision. I wonder how much I've been manipulated to think that Lewis bitches about tyres, Max is less composed in the car now and is getting flustered and seb is now the elder statesman of F1.",0,0,0,0
"@infpidealist Will Smith doesn’t even look angry, he looks sad. Like on the edge of crying?",0,0,0,0
I'm so sad ☹️ https://t.co/6Z2tg9L5yE,0,0,0,0
How sad and cruel killed by militants those siblings sad  #KashmirLivesMatter https://t.co/LzJbdRsTm6,0,0,0,0
@TeaPainUSA Sad but true :(,0,0,0,0
@drowninginbaek 😭😭 even yesterday's forecasting love episode was kinda sad 😭 sunday night for me sucked 😭🫠🥲😞,1,0,0,0
@parman_the Metallica - Sad But True (0:19 &amp; 3:07),1,0,0,0
"@MattHancock Be quiet you sad little man! You are all totally incompetent liars and after what you did to your wife do you think anyone cares or trusts what you have to say, you have no integrity. Can’t wait to vote Tory’s out!",0,0,0,0
"@mlk_scots Michelle ,I’m so sorry for the loss of your dear nephew, in those photos he looks so happy. I will pray for Mark and your whole family at this sad time.",0,0,0,0
"@ENHYPEN_members Hiiii. Monday has been sad, but much better now that you've posted",0,0,0,0
Y’all acting like that man wasn’t at the OSCARS! Time &amp; place for everything . Will keeps calling out for help &amp; we just ignore and laugh at him . It’s sad. Fr,0,0,0,0
Current American masculinity in a nutshell. It is sad that somewhere in the back of his mind Will Smith thinks he is tough. https://t.co/76ufuKXku3,0,0,0,0
@448Citgo Shit just sad lol,1,0,0,0
@fifi_Motema @BBMzansi It was sad and now his only picture is in the memory box except the other top 4,27,0,0,0
@MagnetarOS @willsmith I preferred the days when we taught kids ‘sticks and stones may break my bones but names will never hurt me’.  Now it’s ‘let everyone else dictate my emotional well-being because it’s cool to be offended’. It’s so sad to watch.,0,0,0,0
""" We have no Great War, no Great Depression. Our great war is a spiritual war. Our great depression is our lives. Weve all been raised on TV to believe that one day wed be millionaires and movie gods and rock stars. But we wont.""",0,0,0,1
OMG.. I felt that babys pain. This is actually super sad and telling! https://t.co/IhToQT7JiI,0,0,0,0
It's sad one 2 innocent children were killed by militants in kashmir it should be stop #KashmirLivesMatter https://t.co/cwhNATmDcY,0,0,0,0
R.I.P. Kaia🌈  💔😭💔 Sooo sad and UNFAIR... :((( #Stopmurdereddogsandcats https://t.co/BU3YaUOxHS,1,2,0,0
@AlexWilsonESM 🥲😪 would be sad to see him walk,0,0,0,0
@Molefi_Kha2thib @Touchmak_SA @Dumisan50895033 @sushifired And protection from community as per the previous tweet....It will be sad if opportunists are using him and his situation to raise their voice whether he sells nyaope or not😔😔,0,0,0,0
Things are just getting sad..... https://t.co/NacCn0pErj,1,0,0,0
LOL @ the sad losers who think everything has to be a conspiracy. None of you are important enough for a bunch to stage something just to pull the wool over your eyes.,1,0,0,0
"@mtairyjoe Both of my children have left the UK so that they can raise their children relatively free of the current nonsense sweeping the country.
We will follow them when we retire.
Sad but true -- my country will never be how it was when i was growing up.",1,0,0,0
@NickyyNiicolee They had a lot of ppl in that house some needed to call the cops… this is very sad,1,0,0,0
I'm happy and sad at the same time.,6,0,0,0
"""We'll be sad 🥲"" good",0,0,0,0
"@1903cm @marcbhoyz @ESPNUK @RangersFC Guss in world being judgement is all that matters I have sympathy for him and what’s become of him as a human being and I refuse to lol at a man who we all know has major issues 

Having depression myself I cannot bring myself to think it’s funny when people have issues",0,0,0,1
"@Tom1990R The one the gym bros love is ""exercise more it'll cure your depression"" or something to that affect 😕",1,0,0,1
"Redbull, also known as “Red Bull,” is an indica dominant hybrid strain (75% indica/25% sativa) with THC level of 25%. Redbull is often chosen to treat those suffering from conditions such as ADD or ADHD, depression, chronic stress, glaucoma or eye pressure and chronic fatigue. https://t.co/3Gj9CDY0KH",2,2,0,1
@StavrosBoss You can also see the ghost of Sidney Poitier standing in the wings looking on really sad.,4,0,0,0
@debrane22280565 Why does she look so sad?,2,0,0,0
"It was not right to do this, it is a very sad incident.  #KashmirLivesMatter",0,0,0,0
i’m literally the founder of the robert eggers x harry nation 😭💔 i’m so sad https://t.co/S9XO0zqwzC,3,0,0,0
"Wow, first you do almost nothing in response to millions of Americans who wanted more than a few seconds of silence for Ukraine. Then you CONDONE the violence of Will Smith against Chris Rock. Sad Sad Sad. Remember Johnny Depp. Are there different standards for different people? https://t.co/urQ17BgfH1",0,0,0,0
"#JEEMainsAfterBoards
Respected 
@dpradhanbjp
 Students most humble request is Please #PostponeJEEMains2022
Honestly,Students are under a lot of pressure,Depression which can lead to making wrong decision and the worst(suicide) will happen because of ur bad decisions only.
@DG_NTA https://t.co/eSc1e3DRZd",5,6,0,1
@ksorbs Things are just getting sad.....,1,0,0,0
"@HerHighnessRBF @chief420247 @your_mktg_girl @AgedMercury @HarleyQ2You @NuNu_Spot2_0 @RN_Mandi5 @FeelGoodFactor @EarnestlyElly @assparino @PinheadAMC @Wright_Vibes @drpavlov17 @justkirakira @HighSpaceMan1 @Troy_OG_APE @xxDerekTTV @JaclynH88476165 @prettyredlips21 @dogmatic420k @fupacabra420 @s0m0ney @TheAMCVigilante I want to. I’ve heard people do from edibles. I’ve only had edibles even do anything 2x, once from our friend, and wild rice crispy treat. No higher plain though. Makes me sad, I want to but not dolo",3,0,0,0
"@Manticorka @V286014684 I also know that Russia is a beautiful country and it’s very very sad, that you don’t have free and fair elections because the rat murders, poisons and imprisons his opponents so he can stay in power and rule you and keep people brainwashed into believing his lies. Very sad",0,0,0,0
@NancyStern4 So sad to lose a best friend,0,0,0,0
@sboesen7 Slightly sad you don't do Rube Goldberg machines anymore because this would be a fun example of it. https://t.co/hydC1gW5vA,0,0,0,0
ever since that mad entanglement situation he’s fell off it’s sad to see. no ratings,0,0,0,0
@manojpandian750 @actorvijay So sad 🚶,1,0,0,0
@titch_26 I had the best mum ! She was more than enough ❤️❤️❤️❤️ but I love that she has a great dad. Sad that some just aren’t capable of being good parents xx,1,0,0,0
"389.
The reason why my ex and I broke up is she just ghosted me.

Like, one day she suddenly disappeared and texted me that let's end our relationship.

Of course, I felt sad dahil marami kaming napagsamahan pero I have to respect her decision.",0,0,0,0
This is very sad guys https://t.co/6ml9Dvij7u,1,0,0,0
"i have pms atm but it's alright cuz i also have breakout &amp; a stomach bloat &amp; pms depression. o, wait. yah, i hate everything atm",1,0,0,1
@softbengbeng Hope your crypto wallet is still on check🥺 na that one go put me for depression,0,0,0,1
@theblaze How ignorant  these humans have the opportunity to set good examples so sad,0,0,0,0
@omugachomly Funny but sad,0,0,0,0
@timesofindia So sad just for celebrating nd supporting BJP people killed a person’ means something wrong with the killers,0,0,0,0
"@braddock_mr @MaxBlumenthal @MaxBlumenthal is getting desperate to be and stay relevant.  Kind of sad how he's endorsing gulags and forced re-settlement but hey, It's Max, and Max is a dyed hair Kapo of the ""Frosted Tip"" Gobbells chicken hawk brigade.",1,0,0,0
"@Vitamin_No @ZerlinaMaxwell And that sad part is, now Jada’s name gonna be coming out urrybodies mouth.  Cause you drawling Will!!! It’s gonna be jokes for generations; this has already become a “meme-extravaganza”.  We not talking bout alopecia, or Oscars; or anything like that.  Now we taking bout Will.🤦🏽‍♂️",0,0,0,0
"YESSSSS! I found that a lot on tiktok, and it makes me sad that the comment mostly from my country’s non-fans. Like, where is your sensitivity??? They even put the funeral video/picture 😔 https://t.co/mhznuErV9L",0,0,0,0
"No Matter how many marks they've scored in KCPE don't be a reason why a teen is getting depression. Congratulate and give them hope.
Do not compare kids.",17,4,0,1
It's sad one 2 innocent children were killed by militants in kashmir it should be stop #KashmirLivesMatter https://t.co/L0faYVO7Jv,0,0,0,0
"@Paytmcare Hello Paytm Team ,  I'm paid  through Paytm payment getaway to Company Name /App Name /.This website is big scammer.Huge amount of money was strapped. Lots of people going to depression for this scam . So please help me and refund my money kindly. UTR screenshot attach https://t.co/Hk2I2jQ7NA",0,0,0,1
"@BrianDeanWhite @anneapplebaum So sad that you think it was Trump that kept Putin from war w UKR. 1) RU was busy with Syria 2) Putin was waiting on T to pull out of NATO in his second term. T had been working up to leaving NATO from day 1 in office. 

T was Putin’s puppet his whole presidency.",0,0,0,0
"@datainputdevice When I went for my autism testing as an adult, I was told at the end that I might be autistic or that is was how my bipolar depression and ptsd displayed themselves. So it's possible to be either, both, or none, from my understanding.",0,0,0,1
Agreed! #sad https://t.co/H7KLfCleH3,0,0,0,0
@lovedaggerr im so sad i cant defend him on this one,1,0,0,0
@TeaPainUSA It's sad that this question is even asked.,0,0,0,0
@NickKnudsenUS I won't. Sad that americans have short term memories,0,0,0,0
@metamorsophie @DojaCat @SofiZapattini aw that’s so sad- sthu girl,0,0,0,0
@PotterWorldUK How sad. 🙁 RIP.,0,0,0,0
"@taersdrop @BTS_twt Cute and sad at the same time 
Cause he was waiting for jimin there after their fight 🥲",21,1,0,0
"Leafless trees are sad, but aesthetic. Especially when set against sunsets. Almost reminding us that it is fine to stand tall with all our scars &amp; flaws. There’s a glow about us then, a mystical halo of unbridled confidence, just like these leafless trees in sunsets. https://t.co/3Psi236tg6",14,1,0,0
@RebelNews_CA And the sad thing is how the liberal news sat there and accused that somebody threw a bike at the horse policeman when it was a senior lady who happened to be native Canadian leader who was there voicing her opinion but the horse had knocked her over and then stepped all over her,0,0,0,0
"Woke up to elite niggatry on the timeline but yoooo let Chris Rock live 😕 mans was just in therapy for decades long depression, this shit can’t be helpful",0,0,0,1
😭 THAT'S SAD :&lt; I'M CLIFFHANGED &lt;/3,0,0,0,0
@softredK Sad :c,1,0,0,0
+He want spend out time with Princess cuz he know he can't be met her I felt so sad see the picture 😭🤧+ https://t.co/6idTshOjLR,2,0,0,0
@MollyJongFast Could be the 20% who are also refusing Covid vaccines. They may not be around in 2024 to really matter. Sad to say.,11,1,0,0
@latimes Barely gets by .. sad .. why put aging artists in vulnerable position .,0,0,0,0
"@beynerhivexo @WastedeaD666 @ghostridedaship The academy, his peers, directors, studios, etc. 30 year career ruined in the blink of an eye. No one will ever look at him the same. That’s why this is so sad. BECAUSE he’s Will Smith. HE knows better.",2,0,0,0
"thanks for visiting and buying rayoxeltoy's nft, don't be sad I will make more later!
#NFTGiveaways #NFT #NFTCommunity #nftcollector #NFTMarketplace #NFTdrop #NFTLaunch #nftsales #NFTgame 
#NFTStaking #nftart https://t.co/bur5lRGeDo",5,2,0,0
"@dpoignon @ValerieJWood @robreiner @HIHKatharine So, so sad!!",1,0,0,0
"When you're tired,get some rest.
Whe. You're sad,go ahead and cry.

ANJIxEIAN OKAY DAY
#AngelaKenIONTBOMV",0,1,0,0
@Julia_Donetska This is just so sad and horrific. I can't..... even describe.,2,0,0,0
"@algintongbata imagining 10 members will be there all like that is so cute 🤭😄😄😂, but it makes me sad too😭😢😢",7,0,0,0
"@MarleyRegi But i feel sad, when a lion kills an innocent gnu baby 🥺🥺",0,0,0,0
@nypost New York has become a disgrace!!! Thanks to Dibozo and I am disappointed in @NYCMayor for continuing in Dibozos footsteps!!! How sad!!!!😞😞,0,0,0,0
It's sad one 2 innocent children were killed by militants in kashmir it should be stop #KashmirLivesMatter https://t.co/t77VNG5G9N,0,0,0,0
@ayoteetyme So sad I never cared for Chris rock and this further proves my point 😅. If you wanna joke about your wife or kids then cool.,1,0,0,0
"@XxTerexX I can understand that cause people def don’t respect boundaries once you share too much but I’m not entirely mad at him defending her, she’s the mother of his kids too you know. Just an overall sad situation for everyone",1,0,0,0
@MileyCyrus Always gotta go the hoe route don’t you? It’s sad when your music doesn’t stand on its own you have to use your body to sell anything!,0,0,0,0
"Make The Most Of Today. Don’t Allow The Troubles Of Yesterday To Steal The Gift Of Right Now. Note, Sometimes You Have To Realize That The World Is Too Beautiful To Waste Your Time Being Angry Or Sad When You Could Be Enjoying What Life Has To Offer.",0,0,0,0
"🎶🎸The world is
A bad place
A bad place
A terrible place to live
Oh, but I don't want to die

Oh, my sorrows
Sad tomorrows
Take me back to my own home

Oh, my crying 
Feel I'm dying, dying
Take me back to my own home

Oh, my sorrows
Sad tomorrows
Take me back to my own home https://t.co/jK0BHHWl2o",15,2,0,0
"Every life matters. This is very sad news. People are gathering for funeral.
#KashmirLivesMatter",0,0,0,0
"@toddstarnes It’s sad you were asking for attention. Internet polls do not determine laws. Chris rock declined press charges, they are for your pool is totally meaningless. Go out look for a toaster will you",0,0,0,0
@ILYOlMIYA OOO GOOD GOOD AND IM DOING OK ITS JUST THAT IVE BEEN IA N I FEEL SAD BC OF IT 💔💔,0,0,0,0
"@CharleeLA Yeah sad, he seriously fucked up, I was always a fan because I always felt he had a sense of humour, Jada not so much, she always came off hyper intense to me. I wonder if Demi gets a mention in any of this too, was a big deal at the time when Demi took on the original role!?",1,0,0,0
"Sad news for all opposition parties
Imran khan will be remain prime minister of Pakistan.....",0,0,0,0
@bathanfn Some ppl so sad,0,0,0,0
@Tebelelihle_nxu I am so confused and sad for her.  But Why is she losing her things?,0,0,0,0
How sad and cruel killed by militants those siblings sad  #KashmirLivesMatter https://t.co/SvpQvPwCvZ,3,3,0,0
"@travisbhartwell to be fair, $35k in the Carolinas is probably like, $80k in Seattle. so it would probably take you two, maybe three days days. :D

funny and sad at the same time. we lose a lot of great potential future teachers because they can see that the ROI is low.",1,0,0,0
"Just realized that people, even your friends will not always understand your situation.
Akala ko being honest is good para you can set expectations.
Unfortunately, for some pala it appears that you are just being difficult or just being a diva.

Oh well. Ang sad lang.",0,0,0,0
@MaizeingPete @saxman2727 @TWilsonOttawa I’m so sorry 😢 That’s so sad..,0,0,0,0
@c4shv Been saying man it’s sad ppl just realised,0,0,0,0
@Tad04810638 @TessaHartmann @piersmorgan Let's for arguments sake assume what triggered Will was the sad look on his wife's face. Same cause and justified effect for his actions as far as I'm concerned. Chris shouldn't have gone there. That's the risk comedians take,0,0,0,0
It’s really sad that the only way we’ve ever gotten any resolution for some really subpar Internet service (including multiple instances of dropping hundreds of times a day from *not 1 but 2* providers is to threaten to escalate to the PA PUC. then the problem is magically fixed.,6,0,0,0
@RebelNewsOnline Desperate Gov't Tactics; so sad we live in this kind of Country #TrudeauDictatorshipMustGo,2,0,0,0
"So sad so sad, go to the valley and pray. https://t.co/cp9K4l4wJt",0,0,0,0
I’m sad I don’t wanna find another cake person lmao,0,0,0,0
"@young_april_15 Stress and depression are so awful for skin, but no one talks about it. Here’s more creams.",1,0,0,1
@PaleWali So so sad 💔,1,0,0,0
@fleurbrown Thank you for this informative but very sad thread of suffering and neglect. 💔💔💔,12,1,0,0
@Jennife01229442 @MarkDice @TheAcademy Why? Rock is a comedian. He's known for pushing the limits. Your comment is why we can't have humor in our world anymore. Really sad.,1,0,0,0
It's sad one 2 innocent children were killed by militants in kashmir it should be stop #KashmirLivesMatter https://t.co/Dalql7TUl4,1,0,0,0
someone say some slick shit bout MINE I'm following suit most def but I know if she is MINE she not going to have a reputation of having me go out sad either,0,0,0,0
@depremessed Why so sad 😭,0,0,0,0
"@Utd_Ryan_ he didnt get kroos, lewa, higuain, hummels to name a few",0,0,0,0
"@_kathiiie I think Will's tired of sitting on the sideline being taken for a man who's too feminine to do anything. The thing is , now people will think twice before they make jokes about Will's family. I'm just sad it had to be Chris Rock.",1,0,0,0
"@zayoonalnassar Ikr, it's sad😔. I wouldn't be shocked if they forced them to cancel the event at this point.",0,0,0,0
"@NickSuzukisNose Sad, classless, won't make it out of the 1st round",2,0,0,0
"@jdanger83 @CynthiaSp56 @EmmanuelAcho Very sad, set his people back years instead of talking it out later. Poor judgment, hopefully gets sued for assault",0,0,0,0
"@TheLongerGame Let’s call a spade a spade shall we…
According to uou nobody before the vaccine had heart attacks???
And the drugs had nothing to do with it

You are sad and desperate",0,0,0,0
"@tommislusikka i can totally see that. and it’s kinda sad because most people take whatever Joel says very seriously. i mean he does seem to mean some things seriously but he’s human too, maybe he’s trying to have fun on social media as well sometimes",6,0,0,0
"@NicoleVCook @Kaos_Vs_Control Sad, right!",0,0,0,0
Feeling sad for buzdar jani 💔,2,0,0,0
i wake up everyday looking for cj .. this shit so sad man,24,0,0,0
xiao zhan why are u so cute i’m sad,1,0,0,0
kinda sad that i’m missing out a lot on my family and friends lately cos of school. still trying to adjust BIG TIME but that’s just reality. i just hope they’re all taking care of themselves.🫶🏽,10,0,0,0
@parvinder671 @VeritasVirens @skippythehorse @AngrySalmond So you are being slsnderous sgain where is your evidence to back this slander up other than in your iwn sad little mind.,0,0,0,0
"Grief can show in many ways.

It’s not as simple as just feeling sad.

Here we have highlighted are just a few different ways it can show up to help you acknowledge these responses.

Take a look at our website https://t.co/rxPHU9646O if you ever need to… https://t.co/11RqFZyrWm",3,1,0,0
It's sad one 2 innocent children were killed by militants in kashmir it should be stop #KashmirLivesMatter,0,0,0,0
@DeeTwoCents @MadisonSiriusXM The academy should take away his award. Sad to see so many give him ovations at the show.,1,0,0,0
@kyujinator IM SO SAD,0,0,0,0
"@NicolasEdny I am not alone! And the thing that's sad is that this point can be even further expounded upon wrt to just about every marginalized community. 

https://t.co/3XT3xr0jJV",4,2,0,0
if i had ap world all day my depression would be gone i promise,1,0,0,1
"@WatcherGuru The negligence, carelessness and materialism that has caused the fall of Muslims and Islam, hence depression in the society. Muhammad Qasim’s Dreams show hope to the true believers that Allah’s help for Islam is not far. https://t.co/9NazjydFa9 https://t.co/UlGMPf3hgV",0,0,0,1
"@janeclarejones I think Mr P has a very high opinion of himself and thinks he's far more intelligent than the rest of us. Sad, because I was a big fan of the Northern Lights book series. Going off it now.🙄",6,0,0,0
@ABC Terrible example for the human race!  Sad!,0,0,0,0
"@WalshFreedom Are we done talking about this, I mean it was completely staged. People writing these self righteous tweets in response to a skit are really sad.",0,0,0,0
@ChelleParham @buhlakay11 Lol Missing the joke and reference outta ignorance. Sad 😪.,0,0,0,0
I’m nowhere near sad but i love sad boy music,0,0,0,0
"@bomslover @mariashriver She wasn’t insulted, it was a JOKE! There was NO EXCUSE for that kind of behavior! But I know most of the woke world have no idea what a joke or comedy is! SAD!!!",2,0,0,0
"New #episode of Living The Empowered Life #podcast

Are these sad facts of life?
https://t.co/SG5J7WOEPT
I share list of 14 things a Quora commenter said are the sad facts about life.  Tune in to find out!

QUESTION: Do you have a fact of life? Let me know! 
#LifeLessons #facts https://t.co/Cbah3tqWlK",1,0,0,0
as a haechan ult im sad that he doesn't have much lines in glimo but proud as hell bc he still slayed otherwise,0,0,0,0
The urge of y’all wanting to be accepted in yt spaces is sad af!!!,3,2,0,0
@SAD_istfied im just looking for my motivation K?,0,0,0,0
Core keeper has cured my depression,0,0,0,1
@policies4poland @maxseddon This is actually sad. The nature and history deep behind the Moscovy is worth seeing. But it has been demolished by Russian imperialism for ages.,14,0,0,0
"@fairycore3111 @odhagan @AveMerci @katystoll This is exactly where I'm at with it. I'm not trying to educate people, not trying to get them to ask questions or research, or even feeling anger or frustration. I'm just sad.",5,0,0,0
@mattgaetz Less people at the Trump rally. Sad!,2,0,0,0
@sandhu_hafeez Ohhh very sad news,0,0,0,0
was sad for the whole day but this happened https://t.co/kipf7NrIkM,2,0,0,0
giving me boyfriend vibes :( im sad https://t.co/jrB5PKJFrt,5,0,0,0
@polinaivanovva That's sad for the billions of tourists who wanted to hop on a non-flying plane to Russia next summer.,66,3,0,0
@SimSketchy sad 🥺 wanted some friends 😭,1,0,0,0
@JadeM2816 @LePapillonBlu2 It was totally tasteless! I can understand Smith’s reaction. Chris Rock should never have been that provocative. It’s sad it had to happen!,1,0,0,0
"And the good times that I had  ,Makes today seem rather sad  ,So much has changed #GHC #GHCArmy #GalaxyHeroesCoin!32",0,0,0,0
"I think this “exceptional” moron US allies aka “vassals” did think Russia will do nothing. They are so hubris and arrogant. Sad to be said, it’s their people will pay the price. https://t.co/Hmy2NA2Izl",1,0,0,0
"All love for Linder ❤️❤️ You've been an asset man, sad to see you go. #Jaguars #BrandonLinder",2,0,0,0
"@LarsWSchmidt @comicsgateLs Dude, it is just getting sad. We get you like Ethan, but you are a halfwit. Let it go, he'll never acknowledge you without you paying him 🤣",1,0,0,0
"@KalyaniPriyanTN @kalyanipriyan For me daily routine ah 🥺😕

Don't know  for me when even this happen in which yr i can't even say surely 😭 sad lyf 🙃

But life is full of surprises na don't know anything can happens 😌😗 fans meet aha 😍, online call, oho🥰🥳

Too much na sry ☹️",1,0,0,0
@NshutiLoosen That's sad to hear broh!! Stay strong,0,0,0,0
Preach haley. Preach! She embarrasses him publicly at every stop. Its sad https://t.co/UKnaGP8TvG,1,0,0,0
u’ve lost the chance to use #MonJAY i’m sad 😞 https://t.co/0XloBw7KzC,1,0,0,0
It's sad one 2 innocent children were killed by militants in kashmir it should be stop #KashmirLivesMatter https://t.co/RXKWiJYxpe,0,0,0,0
"im back still going through the oscars stuff,sad i have to move my baby to help grandma",0,0,0,0
"@RicFlairNatrBoy @Forbes @MikeTyson @itstyson20 @MrBrianJRoberts @Aloumis @adambwilks @ChadBronstein I would bet my main home and it's worth more then your savings. If you don't believe it, we can go live to show everyone. 95% of what @OfficialHTM said about you was true! The sad part is, it has rubbed off on your daughter. Nobody likes y'all! #BigFacts",0,0,0,0
@breakfasttv Shouldn't be on social media. The father wasn't even told about it until he heard it on the news!! Sad!,6,0,0,0
"@999BPM @jabe8 @alexjohnston86 @CntrlScrut1nizr @InsiderNikola @Jones43346665 @statsdman @goncalves_marco @LizMilton11 @msl0727 @Zorkmid123 @greenarrowinvst @AaAldoaguilera @Ron95803396 @CapitalistTalk @sbalatan @JasonRoycht @nikolamotor Then stop using Tesla yourself, but no, you use the selective facts technique.  Keep Nikola alive using the ""know down the competition so I look better"" style. Sad you can't argue your position based on Nikola facts only.",1,0,0,0
Being Single and Posting Sad Stories is Another Level of Fun😂,0,0,0,0
"@OleleSalvador Sad to say, one more time that a woman has negative influence on a man.",0,0,0,0
"So tired of being sad all the time I gotta get my shit together and put the energy into my art, cosplay and rekindling my YouTube/stream career because I love that shit",10,0,0,0
"@PetDecisions I’m all for celebrating a life well lived but this was a distraction, not a celebration. And the gospel singing was an odd choice too. Too many people. We normal like the memorial video (it’s interesting/sad/important) but this was just weird.",1,0,0,0
"@irreductible_Em that's really sad 😢Unfortunately, whilst we can choose our friends, we cannot choose our relatives, and not all of them are nice.
You have a right to feel proud of your achievement and I hope you will enjoy a lovely Graduation with people around you that are worthy of your love.",1,0,0,0
@rxddlxr @TheBatman89LT @The_sassy_king1 @GothamiteKitty The bat cookies will make his sad stay in Arkham definitely better! https://t.co/cMRsCxZG9j,4,0,0,0
"@MSNBC @amjoyshow @MSNBC @TheView @sunny @WoopieGoldberg the sad thing they don’t mention, with regard to the debate being turned, into harassment like behavior…however it’s not all African Americans, in that room 2 black men who clearly did not agree with the shouting #MSNbC",0,0,0,0
"@Jaazlovee I'm sad I had to learn that lesson that way that you really cant be linking w randoms and have no way home but theirs. You would think it was common sense but my sense of judgement is wishy washy so I trusted him, shouldn't have.",0,0,0,0
"@EddyGarcia8866 @stormdancer_36 @mmpadellan Sometimes laughing or smiling for a brief moment when angry or sad is a natural reaction.
Justifying he is a comedian so he can get away with jokes is a poor excuse. I am a player doesn't mean it's cool to sleep with your wife.",1,0,0,0
"@JanOnGrande Sorry for your loss, thinking of you and your family at this sad time.",1,0,0,0
"@oneautisticboy cn: suicide and mental health 

I'd basically be putting that all over my tweets LOL. I talk about suicide ideation, depression,ableism, mental health, streaming, gaming, and all of the above. I cover everything and anything.",0,0,0,1
@mick7192 @giddy_bunny @MistressRedWasp @GrimsGhostX @CrTpromoter @BassistOld @Emma34770971 @longjohns1234 @TallybanJoe @Bigteethyouhave @Rocket2865 @MyChickenDinner @Vickie627 @Sinner_Lilith @42Gnome @LadyOfTheOcean1 @LordButters22 @CosmicIndiffer1 @BlackCa28867722 @BC_Missy @skeeduu @NathanBronson7 @QuidRises @NanetteDonnelly @JackWhoElse @AshIey_Janice @LanyJennifer @hoothathuh @NinishNinja @Aimhighffw @EdgeOfNonsense @grampazachary @schmevilagain @Evry1H8sGrtzLOL @_TeeKeeMon @SouthTownKing @Zuul_666 @Virbillion @tRick_the_only @Viper_169 @instinctnaturel @ms_julialee @JeeperMissy @hippyresident @worstaccountev1 @SpiritKing11 @stopthee @MrChingonE @Yeshua17Faith @JoeBide91234835 You sad my saying pee wee was reportable. 🤷🏼‍♀️,0,0,0,0
@MadissonHaus I was watching the last episode and it made me really sad. So sorry for the loss. You’re definitely one of my favorites on the show. You always try to stay positive and see the positive in everything. Just wanted to let u know I was thinking about u during this time,0,0,0,0
@kerseydog1 @timspector I do. It's just sad that at first the zoe app seemed good and it's seems to have gone to Tim's head and he does not want this to end .,0,0,0,0
Very sad flowers. But the snow is just a flurry and the warm weather will return soon! https://t.co/v5ZoKIF4bR,3,0,0,0
